0.2299,0.18125,0.13711,0.15106
0.012186,0.013606,0.014681,0
0.56969,0.54084,0.50427,3.7604e-005
0.22014,0.17074,0.1264,0
0.23607,0.18832,0.14515,0
0.28355,0.23826,0.19577,0
0.85875,0.84938,0.8221,0
0.20448,0.1546,0.11043,0
0.40854,0.3662,0.32147,3.1101e-005
0.39469,0.35269,0.30782,0.72699
0.21596,0.16619,0.12161,0
0.20601,0.15612,0.11187,0
0.31699,0.27261,0.22965,0.00017665
0.46649,0.42805,0.38517,5.9706e-005
0.36078,0.3172,0.2732,3.3061e-006
0.30005,0.25488,0.21179,0
0.67578,0.65845,0.63028,0
0.50719,0.47259,0.43227,4.6558e-005
0.38456,0.34133,0.29665,6.1694e-005
0.33777,0.29379,0.25036,8.2887e-005
0.26411,0.21839,0.17628,0
0.43488,0.3942,0.35019,7.8367e-005
0.22661,0.17799,0.13426,0
0.14421,0.11709,0.092672,0
0.24857,0.20186,0.15932,0
