-0.15839,-0.22968,-0.25904,-0.22905,-0.15249,-0.0002352,-0.00019431,-9.3903e-005,5.4247e-006,0.00019909
-0.14618,-0.21536,-0.2461,-0.21931,-0.1527,-0.00027957,-0.00027255,-0.00017845,-6.4671e-005,0.00017554
-0.25413,-0.29134,-0.26408,-0.1847,-0.037343,-0.021033,-0.026669,-0.02528,-0.019312,-0.0093779
0.25506,0.32662,0.33112,0.26452,0.11957,0.00023106,3.1028e-006,0.00061469,0.00077014,0.00097369
-0.13206,-0.20013,-0.23314,-0.21173,-0.15245,-0.00034434,-0.00033005,-0.00022449,-9.4848e-005,0.00017538
-0.017424,-0.088474,-0.13723,-0.19092,-0.083147,-0.00026718,-8.4609e-006,0.0001701,0.00022588,0.00025279
0.21765,0.23086,0.19493,0.10472,0.014189,-0.00021564,0.00015488,0.00044277,0.00053618,0.00056726
-0.18813,-0.22078,-0.20153,-0.1519,-0.0044573,0.003232,-0.00059327,-0.00062783,-0.00050044,0.00069121
-0.17462,-0.24596,-0.27183,-0.2345,-0.15176,-0.0003496,-0.00034226,-0.00021582,-6.5504e-005,0.00023181
0.075822,0.010225,-0.054323,-0.14647,-0.079047,-0.00042693,-0.00033736,-0.00017226,-2.7873e-005,0.00017338
-0.12792,-0.19603,-0.2299,-0.21056,-0.15217,-0.00030089,-0.00030672,-0.00019902,-7.8065e-005,0.0001844
-0.16562,-0.23539,-0.26238,-0.22723,-0.1525,-0.00021778,-0.00016244,-4.3673e-005,6.4996e-005,0.00025539
0.12045,0.092016,0.049606,-0.037886,-0.0079397,0.0012164,0.001792,0.0019267,0.0018089,0.0013796
-0.2896,-0.354,-0.34432,-0.25792,-0.10039,-0.00099998,-0.00029321,0.00025121,0.00059772,0.00073474
-0.31117,-0.37195,-0.35728,-0.25433,-0.10993,-0.0003677,-0.00046562,0.0007119,0.0013253,0.0018385
-0.031368,-0.057024,-0.062711,-0.082292,0.017859,0.0029274,0.0032763,0.0033459,0.0027148,0.0011182
0.28851,0.35325,0.3448,0.25838,0.10436,4.7773e-005,-0.00011003,0.0015413,0.002329,0.0027448
-0.16451,-0.22541,-0.24721,-0.20281,-0.15006,-0.00031067,-0.00028274,-0.00017576,-5.3624e-005,0.00019094
0.045455,-0.023498,-0.084501,-0.1647,-0.085292,-0.00030281,-0.00028513,-0.00017259,-6.9329e-005,0.00013714
-0.1363,-0.20866,-0.24321,-0.22493,-0.1522,-0.00034385,-0.0003129,-0.00017571,-4.6585e-005,0.00021422
-0.15643,-0.22481,-0.25295,-0.22042,-0.15266,-0.0002354,-0.00018502,-7.3375e-005,2.6033e-005,0.00021909
-0.12821,-0.20269,-0.23994,-0.22823,-0.15094,-0.00026348,-0.0002407,-0.00014296,-3.5633e-005,0.00018344
-0.018838,-0.083573,-0.13684,-0.16732,-0.14192,-0.00032485,-0.00033649,-0.00023516,-0.00011335,0.00013452
0.21192,0.28613,0.3026,0.25704,0.12874,-8.9853e-005,-0.00016801,0.00016869,0.00026857,0.00041303
0.15501,0.22477,0.25385,0.2238,0.15122,-0.00024068,-0.00022569,-0.00012474,-2.4425e-005,0.00015844
-0.12922,-0.20379,-0.24089,-0.22884,-0.15083,-0.00023659,-0.00017953,-5.4349e-005,4.6461e-005,0.00023433
0.10468,0.16841,0.20307,0.19278,0.14003,-2.9624e-005,-0.00037091,-0.00053507,-0.0005588,-0.00048898
-0.27184,-0.3182,-0.29318,-0.2075,-0.046275,-0.004469,-0.0013031,-0.00081164,0.00014354,-0.00023228
-0.32207,-0.35795,-0.31542,-0.19338,-0.043054,-0.00443,-0.0018854,-0.0020143,-0.0011442,0.00027253
-0.14207,-0.20683,-0.23559,-0.20589,-0.15089,0.00026252,0.00018773,0.00012575,0.00014762,0.00021819
-0.15264,-0.2207,-0.24944,-0.21833,-0.15266,-0.00027168,-0.00025798,-0.00015067,-2.1805e-005,0.00022877
-0.12432,-0.1985,-0.23627,-0.22629,-0.14979,-4.8732e-005,5.854e-005,0.00016127,0.00018766,0.00023172
-0.068713,-0.13955,-0.18311,-0.20266,-0.12127,0.0007167,0.00046543,0.00044418,0.00019875,-4.4828e-005
0.026262,-0.045685,-0.10547,-0.17822,-0.092879,-0.00032819,-0.00030024,-0.00017892,-7.2596e-005,0.00016373
-0.011657,-0.074194,-0.12738,-0.15913,-0.1398,-0.00030428,-0.00026521,-0.00010347,3.1999e-005,0.00027594
-0.26055,-0.2928,-0.2606,-0.17075,-0.010017,0.017838,0.016519,0.015807,0.010732,0.0048582
-0.23651,-0.28353,-0.26624,-0.20099,-0.04011,-0.0021051,0.001231,0.0023597,0.0030735,0.0007555
-0.15234,-0.22199,-0.25171,-0.22256,-0.15283,-0.00037055,-0.00037054,-0.00026083,-0.00012351,0.00017168
-0.22416,-0.29351,-0.3016,-0.24876,-0.1149,-0.0042422,-0.0023226,-0.00063187,0.0012836,0.00155
