0,0,0,0,0,0,0,14,0,0,0,0,1,24,1,0,0,1,0,0,0,0,0,102,58,11,0,0,0,0,0,0,2,0,0,0,28,337,0,0,0,0,0,0,0,0,0,21,0,0
0,0,0,0,168,0,0,0,0,0,0,0,0,5,1,2,0,12,0,0,0,0,2,45,63,27,0,0,12,0,0,0,0,3,0,0,0,60,1,0,0,0,0,0,0,0,1,110,88,0
0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,66,3,0,0,1,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,1,256,30,0
0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,402,23,0
5,1,0,1,86,0,28,0,0,0,0,3,1,0,0,3,0,4,9,0,95,0,0,0,8,5,0,2,71,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,142,62
0,4,0,0,57,0,187,0,0,0,0,6,0,0,0,0,0,0,6,0,7,8,0,0,0,0,0,66,6,10,137,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,19,67
0,3,0,0,227,0,1,0,0,0,0,0,1,0,0,0,0,1,3,1,27,0,0,0,0,0,0,91,151,74,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,43,0,0,0,0,0,0,0,1,0,0,1,449,0,0,0,1,0,0,3,9,0,12,1,0,13,3,0,0,0,8,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
0,22,0,0,0,1,95,0,0,0,0,2,0,104,0,0,0,0,103,0,4,11,0,1,1,0,13,13,1,0,153,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,56
0,57,0,0,2,3,69,0,0,0,0,0,0,0,0,2,0,2,0,1,21,1,0,0,11,1,0,11,9,1,271,16,0,1,0,0,0,104,0,0,0,0,0,0,1,0,1,14,1,0
