8,266,45,20,69,1,15,34,95,47
1,20,16,3,30,33,6,267,216,8
0,10,6,0,43,27,0,415,76,23
0,1,5,0,14,1,0,551,5,23
22,0,0,109,6,99,4,296,63,1
183,0,0,299,0,31,0,85,2,0
164,0,0,7,0,33,0,393,3,0
410,58,2,1,16,105,1,3,3,1
195,0,0,330,2,65,0,3,3,2
261,105,2,94,0,93,6,21,9,9
46,0,0,472,0,77,0,0,5,0
84,87,26,131,82,50,1,40,27,72
149,0,2,409,18,22,0,0,0,0
124,0,0,471,5,0,0,0,0,0
102,1,7,434,5,2,2,38,3,6
101,0,0,485,14,0,0,0,0,0
0,0,15,585,0,0,0,0,0,0
16,3,0,556,11,8,0,3,1,2
6,0,0,594,0,0,0,0,0,0
1,0,0,599,0,0,0,0,0,0
0,0,0,600,0,0,0,0,0,0
0,0,0,600,0,0,0,0,0,0
61,0,0,539,0,0,0,0,0,0
92,0,0,508,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,0
595,0,0,0,0,5,0,0,0,0
600,0,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,0
514,0,12,19,52,0,1,0,2,0
496,2,19,48,29,0,3,1,0,2
506,0,0,0,0,51,0,43,0,0
126,16,68,334,52,0,0,1,3,0
285,0,183,73,35,17,4,0,2,1
251,1,2,30,177,137,1,1,0,0
22,1,2,47,528,0,0,0,0,0
246,0,1,33,263,53,2,1,0,1
54,1,1,62,319,126,1,36,0,0
3,0,5,3,589,0,0,0,0,0
0,0,4,3,593,0,0,0,0,0
0,0,0,0,600,0,0,0,0,0
9,0,0,1,587,0,0,0,3,0
16,2,48,79,374,18,2,55,5,1
8,0,1,412,173,0,2,2,1,1
61,83,20,276,61,1,4,6,15,73
0,267,308,5,16,0,0,0,2,2
2,285,280,5,22,0,0,0,3,3
18,330,105,64,30,1,1,3,18,30
1,287,49,1,28,1,6,18,30,179
0,2,378,0,0,0,0,0,0,220
0,0,600,0,0,0,0,0,0,0
0,3,571,1,23,0,0,0,2,0
0,139,88,0,373,0,0,0,0,0
13,3,7,221,257,29,20,39,9,2
0,0,0,0,0,0,599,1,0,0
0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
