4,0,19,0,0,0,2,0,0,2,51,26,0,38,13,0,1,23,24,0,235,17,0,0,7,0,1,37,0,1,2,4,0,16,7,0,1,24,0,0,0,12,0,0,14,2,0,0,14,3
100,0,15,52,1,4,0,0,0,0,30,24,0,21,35,0,0,1,30,0,2,1,29,18,10,0,0,11,1,3,1,11,0,8,2,0,79,10,3,0,0,1,1,0,1,0,0,0,95,0
54,0,25,52,32,1,0,0,0,0,10,1,0,2,15,0,0,8,6,0,3,0,125,3,60,0,0,7,36,17,14,6,0,0,0,0,18,0,20,0,0,0,0,0,0,0,2,0,83,0
7,0,6,22,30,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,160,0,58,1,0,2,169,7,3,6,0,0,0,0,0,2,111,0,0,0,0,0,0,0,0,0,10,0
35,0,0,136,5,67,0,0,0,0,0,0,0,0,6,2,0,0,0,20,0,0,27,19,7,1,1,0,1,0,5,0,62,7,0,0,27,0,2,31,70,4,1,1,0,0,0,25,38,0
3,11,0,4,1,2,1,1,2,0,0,0,10,0,0,3,0,0,0,193,0,0,70,0,0,0,7,0,0,0,0,0,15,2,0,5,0,0,0,110,74,1,0,81,0,0,1,2,1,0
0,103,0,0,0,152,0,4,0,0,0,0,3,0,0,0,0,0,0,5,0,0,225,0,0,0,1,0,0,0,0,1,18,1,0,0,0,0,0,0,5,1,0,58,0,0,0,16,4,3
0,45,1,0,0,0,0,12,399,35,1,0,9,0,1,0,1,0,0,0,52,0,0,0,1,0,2,8,0,0,0,0,5,5,16,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0
0,20,1,0,0,1,54,8,106,0,0,0,3,0,1,1,2,0,0,175,0,0,0,0,0,0,1,0,0,0,0,0,22,5,0,11,0,0,0,62,105,0,0,22,0,0,0,0,0,0
3,57,6,3,0,4,0,1,4,0,0,0,15,0,9,2,0,0,0,268,101,0,0,0,3,0,0,5,2,7,0,1,11,5,0,1,0,0,0,59,0,3,0,18,0,0,0,7,5,0
0,17,0,0,0,0,73,0,1,4,0,0,25,0,0,9,0,0,0,69,0,0,0,0,0,0,3,0,0,0,0,0,36,4,0,0,0,0,0,129,216,1,0,9,0,0,0,0,0,4
0,8,45,0,0,30,0,3,4,1,20,2,0,6,6,20,8,6,15,126,65,10,0,0,5,0,8,25,0,0,1,8,1,4,29,16,1,50,1,4,8,8,0,39,2,0,0,3,10,2
0,41,0,0,0,0,0,13,13,1,0,0,13,0,0,72,0,0,0,154,0,0,0,0,0,5,26,0,0,0,0,0,7,0,0,0,0,0,0,86,40,2,0,127,0,0,0,0,0,0
0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,117,0,0,0,136,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,137,14,0,0,153,0,0,0,0,0,0
0,0,1,0,0,0,26,0,4,19,0,0,0,1,2,110,7,0,1,94,0,6,0,0,1,4,10,0,1,0,0,2,0,2,0,13,0,0,0,87,53,4,0,114,3,20,1,4,2,8
0,15,0,0,0,0,8,0,2,0,0,0,0,0,0,52,0,0,0,80,0,0,0,0,0,5,40,0,0,0,0,0,0,0,0,1,0,0,0,200,86,3,0,108,0,0,0,0,0,0
0,0,0,0,0,0,8,0,27,1,0,0,0,0,0,77,0,0,0,65,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,274,123,9,0,4,0,0,0,0,0,4
0,0,0,0,0,0,439,0,4,8,0,0,0,0,2,1,5,0,0,0,0,1,0,0,0,5,4,0,0,0,0,1,0,0,12,0,0,2,0,0,0,5,0,0,1,0,0,0,0,110
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,580
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594
0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596
0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544
