0.36882,0.63938,0.060723
0.908,0.61922,0.41672
0.87167,0.54908,0.11551
0.29419,0.34148,0.017013
0.86931,0.81713,0.13186
0.69784,0.4477,0.11274
0.17231,0.67099,0
0.83517,0.19878,0.083981
0.63398,0.29843,0.042127
0.28193,1,0.018035
0.56875,0.47205,0.16957
0.77846,0.86952,0.11844
0.78784,0.67392,0.14091
0.043577,0.66734,0.43147
0.64433,0.91641,0.069662
0.80224,0.24828,0.38756
0.95937,0.29869,0.099794
0.54927,0.35188,0.034263
0,0.69384,0.037022
0.66945,0.47653,0.34257
0.46974,0.41969,0.024686
0.20963,0.25402,0.11261
0.6249,0.55259,0.064563
0.13471,0.57985,1
0.82183,0.80192,0.3154
0.56258,0.15344,0.018831
0.74978,0.61439,0.12471
0.70144,0.1534,0.092757
0.99954,0.62441,0.12058
0.68149,0.67459,0.84394
0.50228,0.83399,0.052698
0.68906,0.90791,0.059388
0.48825,0.59378,0.053424
0.4081,0.46948,0.40478
1,0.47923,0.11803
0.67486,0.90515,0.055736
0.20777,0.48601,0.027419
0.62393,0.85012,0.37003
0.42064,0.29946,0.0076797
0.77031,0.34742,0.075601
0.1235,0.88195,0.029053
0.46569,0,0.040639
0.32072,0.016184,0.052705
0.40974,0.99063,0.061852
0.62231,0.75298,0.08678
0.56693,0.94008,0.072431
0.6092,0.29356,0.56912
0.66795,0.89508,0.056391
0.66377,0.9081,0.054258
0.9363,0.73313,0.14966
