4,28,4,3,16,50,1,0,3,1,106,4,0,4,0,2,0,15,2,70,22,2,80,0,15,0,18,0,37,0,0,0,25,16,0,0,1,4,1,0,0,0,0,0,2,0,8,0,0,56
2,12,13,0,12,97,3,2,12,0,65,13,0,7,4,36,5,5,25,96,2,2,37,4,10,0,38,6,8,3,1,3,0,7,1,0,2,0,0,45,10,0,0,0,1,0,6,0,0,5
3,1,3,0,3,9,5,1,4,46,3,7,0,0,14,4,0,1,67,16,4,0,2,2,1,0,16,0,2,2,74,4,2,6,1,2,6,2,0,3,80,0,0,24,135,27,1,10,1,6
0,9,7,5,20,3,0,7,31,0,1,9,0,5,0,3,24,42,4,2,10,3,0,0,11,96,0,40,33,0,0,0,0,2,4,0,6,3,97,27,2,0,0,0,0,0,3,0,0,91
0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,35,0,0,78,0,0,0,0,64,0,1,0,0,0,0,0,0,0,0,0,0,401,2,0,3,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,26,0,0,3,0,0,0,0,526,0,9,0,0,0,0,4,0,0,0,0,0,25,0,0,4,0,0,0,0,0,0,0,0
0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0
0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,0,0,0,0,0,0,0,0,0,0,0
7,0,0,301,0,0,7,0,5,0,0,0,0,0,0,0,0,11,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,195,0,5,0,0,0,0,0,0,0,0,0
0,0,0,28,0,5,54,0,154,0,7,0,0,0,0,0,0,70,156,4,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81,0,18,4,0,0,0,0,0,0,0,0,0,0
