0.65761,0.78309,0.79559
0.59629,0.70971,0.63053
0.53826,0.61633,0.72456
0.61299,0.65186,0.52999
0.54671,0.62735,0.62051
0.83633,0.68811,0.65625
0.71241,0.64568,0.76417
0.71664,0.65962,0.63204
0.49976,0.64333,0.72631
0.56417,0.51926,0.46203
0.52651,0.47678,0.46321
0.51437,0.58324,0.63755
0.48352,0.47723,0.55884
0.60856,0.57782,0.4531
0.68558,0.62604,0.5517
0.64227,0.58636,0.54059
0.57812,0.50493,0.51989
0.78822,0.72934,0.64107
0.67549,0.54989,0.55825
0.58844,0.5218,0.3872
0.52131,0.46993,0.45898
0.54606,0.46992,0.4319
0.57031,0.63468,0.58568
0.6016,0.50362,0.47712
0.55635,0.60379,0.77553
0.59136,0.63697,0.55296
0.58167,0.67273,0.611
0.55664,0.47502,0.42224
0.52044,0.47248,0.46413
0.56652,0.69485,0.90315
0.5205,0.47594,0.46987
0.51795,0.47192,0.46825
0.5613,0.63713,0.61026
0.62672,0.65492,0.69691
0.58199,0.64566,0.5787
0.57553,0.48918,0.39053
0.60633,0.5498,0.39687
0.61218,0.63619,0.59984
0.58,0.59932,0.53858
0.70694,0.7451,0.68694
0.56998,0.68766,0.63864
0.7267,0.59324,0.4937
0.59368,0.60745,0.50834
0.42772,0.60895,0.7932
0.59986,0.58389,0.50935
0.53766,0.63039,0.64352
0.53559,0.58095,0.59892
0.51128,0.47833,0.51233
0.56082,0.51602,0.49193
0.51966,0.4721,0.46505
0.61985,0.68453,0.58471
0.53507,0.525,0.52569
0.58543,0.53666,0.47663
0.51937,0.47531,0.4717
1,0.80161,0.92197
0.7837,0.72435,0.74982
0.6058,0.5037,0.44418
0.68053,0.53899,0.49275
0.56713,0.673,0.63094
0.53613,0.46973,0.46622
0.5699,0.55156,0.50194
0.43653,0.54632,0.70045
0.53054,0.66004,0.67826
0.54784,0.67017,0.66417
0.5586,0.76477,0.7712
0.60301,0.7332,0.80813
0.61999,0.60105,0.43494
0.69988,0.66972,0.54384
0.53441,0.4654,0.44143
0.59016,0.50445,0.36442
0.6246,0.51256,0.42881
0.51878,0.47272,0.46766
0.46222,0.65001,0.78232
0.64405,0.64473,0.64617
0.46001,0.59611,0.71447
0.55147,0.48907,0.45512
0.6221,0.55437,0.60767
0.51454,0.51212,0.54209
0.58608,0.53579,0.43806
0.57781,0.74592,0.70293
0.80545,0.60092,0.63481
0.51541,0.71203,0.78721
0.53676,0.49074,0.49141
0.50057,0.52258,0.58247
0.58686,0.49941,0.38267
0.78478,0.77636,1
0.5211,0.47565,0.46854
0.65474,0.65077,0.5738
0.45619,0.49596,0.61178
0.51792,0.47247,0.4702
0.56031,0.47331,0.40559
0.62341,0.63786,0.49239
0.56154,0.57091,0.53784
0.56,0.59422,0.57828
0.64211,0.53893,0.42507
0.51617,0.4735,0.47739
0.69009,0.72764,0.84918
0.56916,0.4815,0.39987
0.52281,0.67921,0.72881
0.62935,0.61285,0.57954
