sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.1;0.02;9.71;-0.14;0.0;9.8;0.03;0.01;0.01;0.0;0.0;0.0;320.0;-5.4;34.32;-15.42;8.72;0.0;0.82;3.5;-0.01;33.7;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;161005;2014-12-10 11:22:18:051
-0.13;0.01;9.69;-0.14;0.0;9.8;0.01;0.01;-0.01;0.0;0.0;0.0;320.0;-4.31;35.16;-13.86;6.84;0.0;0.82;3.5;-0.01;33.133;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;161504;2014-12-10 11:22:18:550
-0.1;0.01;9.71;-0.14;0.0;9.8;0.02;0.0;0.0;0.0;0.0;0.0;320.0;-4.85;35.16;-14.58;8.47;0.0;0.82;3.5;-0.01;33.25;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;162005;2014-12-10 11:22:19:051
-0.15;-0.02;9.7;-0.14;0.0;9.8;0.0;-0.02;0.0;0.0;0.0;0.0;320.0;-4.08;33.84;-13.86;7.04;0.0;0.82;3.5;-0.01;32.529;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;162505;2014-12-10 11:22:19:551
-0.13;0.03;9.69;-0.14;0.0;9.8;0.0;0.02;-0.01;0.0;0.0;0.0;320.0;-3.95;34.38;-13.5;7.02;0.0;0.82;3.5;-0.01;32.656;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;163016;2014-12-10 11:22:20:062
-0.17;-0.01;9.68;-0.14;0.0;9.8;-0.02;-0.02;-0.01;0.0;0.0;0.0;320.0;-5.52;34.98;-15.0;10.07;0.0;0.82;3.5;-0.01;33.89;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;163505;2014-12-10 11:22:20:551
-0.14;-0.01;9.71;-0.14;0.0;9.8;-0.01;-0.01;0.01;0.0;0.0;0.0;320.0;-4.25;34.14;-14.21;7.04;0.0;0.82;3.5;-0.01;33.627;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;164005;2014-12-10 11:22:21:051
-0.15;0.0;9.68;-0.14;0.0;9.8;0.0;0.0;-0.01;0.0;0.0;0.0;320.0;-4.67;34.8;-14.34;8.45;0.0;0.82;3.5;-0.01;32.63;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;164504;2014-12-10 11:22:21:550
-0.17;0.0;9.68;-0.14;0.0;9.8;-0.02;0.0;-0.01;0.0;0.0;0.0;320.0;-4.62;34.86;-14.58;8.47;0.0;0.82;3.5;-0.01;33.291;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;165004;2014-12-10 11:22:22:050
-0.13;0.0;9.7;-0.14;0.0;9.8;0.02;0.0;0.0;0.0;0.0;0.0;320.0;-4.31;33.41;-13.67;7.25;0.0;0.82;3.5;-0.01;32.909;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;165505;2014-12-10 11:22:22:551
-0.13;0.0;9.71;-0.14;0.0;9.8;0.0;-0.01;0.01;0.0;0.0;0.0;320.0;-4.08;35.34;-15.42;6.87;0.0;0.82;3.5;-0.01;33.294;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;166005;2014-12-10 11:22:23:051
-0.14;0.0;9.69;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.56;33.96;-13.62;8.69;0.0;0.82;3.5;-0.01;34.719;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;166507;2014-12-10 11:22:23:553
-0.13;0.01;9.69;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.44;33.84;-13.44;7.02;0.0;0.82;3.5;-0.01;34.147;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;167004;2014-12-10 11:22:24:050
-0.14;0.02;9.71;-0.14;0.0;9.8;0.0;0.01;0.0;0.0;0.0;0.0;320.0;-5.33;34.73;-15.42;8.47;0.0;0.82;3.5;-0.01;33.196;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;167505;2014-12-10 11:22:24:551
-0.14;0.0;9.72;-0.14;0.0;9.8;0.0;0.0;0.01;0.0;0.0;0.0;320.0;-4.31;33.36;-13.08;7.23;0.0;0.82;3.5;-0.01;32.967;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;168005;2014-12-10 11:22:25:051
-0.15;0.01;9.68;-0.14;0.0;9.8;0.0;0.01;-0.02;0.0;0.0;0.0;320.0;-4.5;35.04;-15.06;6.87;0.0;0.82;3.5;-0.01;33.104;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;168505;2014-12-10 11:22:25:551
-0.11;0.0;9.7;-0.14;0.0;9.8;0.02;0.0;0.0;0.0;0.0;0.0;320.0;-4.25;34.55;-14.64;6.87;0.0;0.82;3.5;-0.01;33.486;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;169005;2014-12-10 11:22:26:051
-0.15;-0.03;9.73;-0.14;0.0;9.8;0.0;-0.03;0.02;0.0;0.0;0.0;320.0;-3.66;33.78;-13.32;7.02;0.0;0.82;3.5;-0.01;33.195;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;169505;2014-12-10 11:22:26:551
-0.14;0.0;9.68;-0.14;0.0;9.8;0.0;0.0;-0.02;0.0;0.0;0.0;320.0;-4.31;34.73;-14.21;6.84;0.0;0.82;3.5;-0.01;32.814;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;170005;2014-12-10 11:22:27:051
-0.17;0.0;9.68;-0.14;0.0;9.8;-0.02;0.0;-0.02;0.0;0.0;0.0;320.0;-4.5;33.23;-13.5;7.23;0.0;0.82;3.5;-0.01;33.361;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;170510;2014-12-10 11:22:27:556
-0.12;0.0;9.69;-0.14;0.0;9.8;0.01;0.0;0.0;0.0;0.0;0.0;320.0;-4.56;34.07;-14.7;8.72;0.0;0.82;3.5;-0.01;33.58;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;171004;2014-12-10 11:22:28:050
-0.13;0.01;9.69;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-5.33;35.16;-14.52;8.47;0.0;0.82;3.5;-0.01;33.012;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;171505;2014-12-10 11:22:28:551
-0.18;-0.03;9.71;-0.14;0.0;9.8;-0.03;-0.03;0.0;0.0;0.0;0.0;320.0;-5.04;33.18;-13.74;8.95;0.0;0.82;3.5;-0.01;33.236;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;172005;2014-12-10 11:22:29:051
-0.15;0.01;9.7;-0.14;0.0;9.8;-0.01;0.01;0.0;0.0;0.0;0.0;320.0;-4.08;34.8;-13.86;6.84;0.0;0.82;3.5;-0.01;33.555;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;172505;2014-12-10 11:22:29:551
-0.15;-0.01;9.7;-0.14;0.0;9.8;-0.01;-0.01;0.0;0.0;0.0;0.0;320.0;-3.54;35.21;-13.92;6.84;0.0;0.82;3.5;-0.01;33.572;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;173005;2014-12-10 11:22:30:051
-0.12;0.01;9.7;-0.14;0.0;9.8;0.01;0.01;0.0;0.0;0.0;0.0;320.0;-5.4;34.55;-14.52;8.47;0.0;0.82;3.5;-0.01;33.291;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;173505;2014-12-10 11:22:30:551
-0.13;0.0;9.69;-0.14;0.0;9.8;0.0;0.0;-0.01;0.01;0.0;0.0;320.0;-4.62;33.66;-12.96;8.67;0.0;0.82;3.5;-0.01;33.088;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;174005;2014-12-10 11:22:31:051
-0.13;0.0;9.71;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-5.28;35.39;-14.21;8.45;0.0;0.82;3.5;-0.01;33.735;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;174505;2014-12-10 11:22:31:551
-0.13;0.01;9.7;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.56;34.98;-15.06;8.47;0.0;0.82;3.5;-0.01;33.35;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;175006;2014-12-10 11:22:32:052
-0.13;0.0;9.7;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.85;33.36;-13.74;8.95;0.0;0.82;3.5;-0.01;33.018;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;175504;2014-12-10 11:22:32:550
-0.1;0.03;9.71;-0.14;0.0;9.8;0.03;0.02;0.01;0.0;0.0;0.0;320.0;-4.19;34.43;-15.24;7.07;0.0;0.82;3.5;-0.01;33.019;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;176004;2014-12-10 11:22:33:050
-0.16;0.0;9.69;-0.14;0.0;9.8;-0.02;-0.01;0.0;0.0;0.01;0.0;320.0;-4.19;34.07;-13.74;7.04;0.0;0.82;3.5;-0.01;33.094;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;176505;2014-12-10 11:22:33:551
-0.13;0.01;9.7;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.92;33.41;-14.28;8.95;0.0;0.82;3.5;-0.01;33.574;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;177018;2014-12-10 11:22:34:064
-0.11;0.01;9.69;-0.14;0.0;9.8;0.02;0.01;0.0;0.0;0.0;0.0;320.0;-4.02;35.16;-14.58;6.87;0.0;0.82;3.5;-0.01;33.556;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;177505;2014-12-10 11:22:34:551
-0.12;0.03;9.71;-0.14;0.0;9.8;0.01;0.03;0.01;0.0;0.0;0.0;320.0;-5.58;34.38;-14.21;10.33;0.0;0.82;3.5;-0.01;33.55;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;178005;2014-12-10 11:22:35:051
-0.12;0.0;9.69;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.56;34.43;-14.21;8.69;0.0;0.82;3.5;-0.01;33.628;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 14;178505;2014-12-10 11:22:35:551
-0.14;0.01;9.69;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.73;33.71;-13.67;8.69;0.0;0.82;3.5;-0.01;33.13;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 14;179005;2014-12-10 11:22:36:051
-0.13;0.0;9.7;-0.14;0.0;9.8;0.01;0.0;0.0;0.0;0.0;0.0;320.0;-4.79;34.14;-15.36;8.72;0.0;0.82;3.5;-0.01;33.104;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;179504;2014-12-10 11:22:36:550
-0.15;-0.02;9.72;-0.14;0.0;9.8;-0.01;-0.02;0.01;0.0;0.0;0.0;320.0;-4.14;33.66;-13.32;7.02;0.0;0.82;3.5;-0.01;33.224;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;180005;2014-12-10 11:22:37:051
-0.11;0.06;9.72;-0.14;0.0;9.8;0.03;0.05;0.01;0.0;0.0;0.0;320.0;-4.19;36.05;-15.06;6.68;0.0;0.82;3.5;-0.01;33.758;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;180505;2014-12-10 11:22:37:551
-0.14;0.0;9.68;-0.14;0.0;9.8;-0.01;0.0;-0.01;0.0;0.0;0.0;320.0;-4.92;34.86;-14.21;8.45;0.0;0.82;3.5;-0.01;33.296;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;181005;2014-12-10 11:22:38:051
-0.15;0.0;9.69;-0.14;0.0;9.8;-0.02;-0.02;0.0;0.0;0.0;0.0;320.0;-4.62;34.07;-14.1;8.69;0.0;0.82;3.5;-0.01;33.712;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;181505;2014-12-10 11:22:38:551
-0.16;0.0;9.69;-0.14;0.0;9.8;0.0;-0.02;-0.02;0.0;0.0;0.0;320.0;-3.24;35.16;-14.88;5.25;0.0;0.82;3.5;-0.01;33.615;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;182005;2014-12-10 11:22:39:051
-0.14;0.01;9.7;-0.14;0.0;9.8;0.0;-0.02;0.01;0.0;0.0;0.0;320.0;-4.73;33.41;-13.86;8.95;0.0;0.82;3.5;-0.01;33.709;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;182505;2014-12-10 11:22:39:551
-0.15;-0.02;9.67;-0.14;0.0;9.8;0.0;0.02;0.0;0.0;0.01;0.0;320.0;-4.08;33.96;-14.52;7.07;0.0;0.82;3.5;-0.01;33.756;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;183005;2014-12-10 11:22:40:051
-0.12;0.02;9.7;-0.14;0.0;9.8;0.02;0.01;0.0;0.0;0.0;0.0;320.0;-3.3;34.02;-13.32;5.35;0.0;0.82;3.5;-0.01;35.077;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;183505;2014-12-10 11:22:40:551
-0.11;0.0;9.69;-0.14;0.0;9.8;0.02;0.0;0.0;0.0;0.0;0.0;320.0;-4.5;34.68;-14.4;6.84;0.0;0.82;3.5;-0.01;33.492;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;184005;2014-12-10 11:22:41:051
-0.12;0.03;9.71;-0.14;0.0;9.8;0.01;0.02;0.01;0.0;0.0;0.0;320.0;-4.25;33.18;-13.74;7.25;0.0;0.82;3.5;-0.01;33.147;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;184506;2014-12-10 11:22:41:552
-0.12;0.0;9.71;-0.14;0.0;9.8;0.01;0.0;0.01;0.0;0.0;0.0;320.0;-3.95;33.89;-13.98;7.04;0.0;0.82;3.5;-0.01;33.327;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;185005;2014-12-10 11:22:42:051
-0.14;0.0;9.68;-0.14;0.0;9.8;0.0;0.0;-0.01;0.0;0.0;0.0;320.0;-4.44;35.28;-14.21;6.84;0.0;0.82;3.5;-0.01;33.189;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;185504;2014-12-10 11:22:42:550
-0.14;0.01;9.71;-0.14;0.0;9.8;0.0;0.01;0.01;0.0;0.0;0.0;320.0;-3.95;33.71;-13.14;7.02;0.0;0.82;3.5;-0.01;32.854;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;186005;2014-12-10 11:22:43:051
-0.14;-0.01;9.71;-0.14;0.0;9.8;0.0;-0.02;0.01;0.0;0.0;0.0;320.0;-4.08;34.5;-13.74;6.84;0.0;0.82;3.5;-0.01;32.999;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;186505;2014-12-10 11:22:43:551
-0.12;0.01;9.72;-0.14;0.0;9.8;0.01;0.0;0.0;0.0;0.0;0.0;320.0;-4.02;34.98;-14.28;6.84;0.0;0.82;3.5;-0.01;33.058;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;187005;2014-12-10 11:22:44:051
-0.15;0.01;9.7;-0.14;0.0;9.8;-0.01;0.01;0.0;0.0;0.0;0.0;320.0;-4.08;33.48;-13.98;7.25;0.0;0.82;3.5;-0.01;33.198;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;187512;2014-12-10 11:22:44:558
-0.13;0.04;9.7;-0.14;0.0;9.8;0.01;0.03;0.0;0.0;0.0;0.0;320.0;-3.9;35.7;-14.21;6.65;0.0;0.82;3.5;-0.01;33.496;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;188004;2014-12-10 11:22:45:050
-0.14;0.04;9.65;-0.14;0.0;9.8;0.0;0.03;-0.02;0.0;0.0;0.0;320.0;-4.98;33.89;-13.5;8.67;0.0;0.82;3.5;-0.01;32.938;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;188505;2014-12-10 11:22:45:551
-0.17;-0.01;9.69;-0.14;0.0;9.8;-0.02;-0.01;-0.01;0.0;0.0;0.0;320.0;-4.73;33.78;-13.92;8.69;0.0;0.82;3.5;-0.01;32.89;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;189007;2014-12-10 11:22:46:053
-0.08;0.01;9.76;-0.14;0.0;9.8;0.05;0.02;0.05;0.0;0.0;0.0;320.0;-4.44;35.09;-13.74;6.84;0.0;0.82;3.5;-0.01;34.022;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;189511;2014-12-10 11:22:46:557
-0.14;0.02;9.81;-0.14;0.0;9.8;0.0;0.02;0.09;0.0;0.0;0.0;320.0;-5.33;34.2;-13.74;8.69;0.0;0.82;3.5;-0.01;33.046;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;190004;2014-12-10 11:22:47:050
-0.12;0.01;9.65;-0.14;0.0;9.8;0.01;0.0;-0.03;0.0;0.0;0.0;320.0;-4.31;34.38;-13.67;7.04;0.0;0.82;3.5;-0.01;33.566;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;190505;2014-12-10 11:22:47:551
-0.09;0.03;9.7;-0.14;0.0;9.8;0.03;0.02;0.0;0.0;0.0;0.0;320.0;-4.85;34.68;-14.1;8.45;0.0;0.82;3.5;-0.01;33.506;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;191005;2014-12-10 11:22:48:051
-0.11;0.05;9.7;-0.14;0.0;9.8;0.02;0.03;0.0;0.0;0.0;0.0;320.0;-5.58;34.86;-14.64;10.07;0.0;0.82;3.5;-0.01;33.005;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;191506;2014-12-10 11:22:48:552
-0.11;0.02;9.68;-0.14;0.0;9.8;0.02;0.01;-0.01;0.0;0.0;0.0;320.0;-4.5;34.68;-12.96;6.82;0.0;0.82;3.5;-0.01;33.638;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;192004;2014-12-10 11:22:49:050
-0.11;0.0;9.69;-0.14;0.0;9.8;0.02;0.0;0.0;0.0;-0.01;0.0;320.0;-4.73;34.43;-14.82;8.72;0.0;0.82;3.5;-0.01;33.034;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;192504;2014-12-10 11:22:49:550
-0.15;0.0;9.69;-0.14;0.0;9.8;-0.01;0.0;0.0;0.0;0.0;0.0;320.0;-5.28;33.96;-14.28;8.69;0.0;0.82;3.5;-0.01;36.051;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;193008;2014-12-10 11:22:50:054
-0.16;-0.01;9.7;-0.14;0.0;9.8;-0.02;-0.02;0.0;0.0;0.01;0.0;320.0;-4.08;34.8;-13.67;6.84;0.0;0.82;3.5;-0.01;33.179;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;193505;2014-12-10 11:22:50:551
-0.15;0.01;9.71;-0.14;0.0;9.8;-0.01;0.01;0.0;0.0;0.0;0.0;320.0;-4.85;35.21;-15.0;8.47;0.0;0.82;3.5;-0.01;33.189;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;194004;2014-12-10 11:22:51:050
-0.15;0.01;9.68;-0.14;0.0;9.8;0.01;0.0;0.0;0.0;0.0;0.0;320.0;-4.25;33.78;-14.34;7.04;0.0;0.82;3.5;-0.01;33.061;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;194504;2014-12-10 11:22:51:550
-0.11;0.01;9.69;-0.14;0.0;9.8;0.02;0.01;0.0;0.0;0.0;0.0;320.0;-4.44;34.25;-13.62;7.04;0.0;0.82;3.5;-0.01;33.284;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;195005;2014-12-10 11:22:52:051
-0.17;0.0;9.68;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-3.84;35.04;-14.52;6.87;0.0;0.82;3.5;-0.01;33.367;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;195505;2014-12-10 11:22:52:551
-0.14;0.0;9.71;-0.14;0.0;9.8;0.0;0.0;0.01;0.0;0.0;0.0;320.0;-4.67;32.82;-14.1;8.95;0.0;0.82;3.5;-0.01;32.963;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;196005;2014-12-10 11:22:53:051
-0.17;-0.01;9.68;-0.14;0.0;9.8;-0.03;-0.01;0.0;0.0;0.0;0.0;320.0;-5.04;34.55;-14.21;8.45;0.0;0.82;3.5;-0.01;33.498;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;196505;2014-12-10 11:22:53:551
-0.16;-0.01;9.7;-0.14;0.0;9.8;0.01;0.04;0.03;0.0;0.0;0.0;320.0;-4.08;34.8;-14.21;6.84;0.0;0.82;3.5;-0.01;33.147;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;197005;2014-12-10 11:22:54:051
-0.17;0.0;9.65;-0.14;0.0;9.8;-0.02;-0.01;-0.05;0.0;0.0;0.0;320.0;-5.1;33.23;-14.4;8.95;0.0;0.82;3.5;-0.01;32.956;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;197505;2014-12-10 11:22:54:551
-0.21;-0.06;9.44;-0.14;0.0;9.8;-0.07;-0.06;-0.2;0.0;0.0;0.0;320.0;-4.38;34.43;-14.21;7.04;0.0;0.82;3.5;-0.01;34.675;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;198005;2014-12-10 11:22:55:051
-0.21;-0.09;9.7;-0.14;0.0;9.8;-0.06;-0.08;0.0;0.0;0.01;0.0;320.0;-5.04;33.71;-14.28;8.69;0.0;0.82;3.5;1010.06;33.043;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;198505;2014-12-10 11:22:55:551
-0.13;0.0;9.68;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-5.58;33.48;-14.58;10.66;0.0;0.82;3.5;-0.01;33.09;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;199016;2014-12-10 11:22:56:062
-0.12;0.0;9.67;-0.14;0.0;9.8;0.01;0.0;-0.04;0.0;0.0;0.0;320.0;-4.02;34.68;-13.67;6.84;0.0;0.82;3.5;-0.01;33.039;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;199505;2014-12-10 11:22:56:551
-0.05;0.07;9.73;-0.14;0.0;9.8;0.09;0.09;0.03;0.0;-0.01;0.0;320.0;-4.56;33.96;-13.62;8.69;0.0;0.82;3.5;-0.01;34.06;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;200005;2014-12-10 11:22:57:051
-0.2;-0.02;9.69;-0.14;0.0;9.8;-0.06;-0.04;0.0;0.0;0.0;0.0;320.0;-4.14;34.62;-13.79;6.84;0.0;0.82;3.5;-0.01;33.755;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;200505;2014-12-10 11:22:57:551
-0.19;-0.01;9.67;-0.14;0.0;9.8;0.0;-0.01;0.01;0.0;0.0;0.0;320.0;-3.72;34.38;-13.32;7.02;0.0;0.82;3.5;-0.01;33.28;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;201005;2014-12-10 11:22:58:051
-0.16;-0.01;9.71;-0.14;0.0;9.8;0.05;0.05;0.0;0.0;0.0;0.0;320.0;-4.5;34.86;-14.88;6.87;0.0;0.82;3.5;-0.01;33.559;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;201505;2014-12-10 11:22:58:551
-0.09;0.03;9.75;-0.14;0.0;9.8;-0.09;-0.07;-0.08;0.0;0.01;0.0;320.0;-3.72;34.8;-13.67;6.84;0.0;0.82;3.5;-0.01;33.2;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;202005;2014-12-10 11:22:59:051
-0.09;0.08;9.7;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.79;34.14;-15.0;8.72;0.0;0.82;3.5;-0.01;33.062;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;202512;2014-12-10 11:22:59:558
-0.19;-0.04;9.7;-0.15;0.0;9.8;-0.04;-0.05;0.0;0.0;0.01;0.0;320.0;-4.98;34.91;-14.64;8.5;0.0;0.88;3.5;-0.01;33.011;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;203006;2014-12-10 11:23:00:052
-0.14;0.01;9.71;-0.15;0.0;9.8;0.0;0.01;0.01;0.0;0.0;0.0;320.0;-4.56;34.02;-13.5;8.69;0.0;0.88;3.5;-0.01;33.477;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;203504;2014-12-10 11:23:00:550
-0.11;0.03;9.7;-0.15;0.0;9.8;0.02;0.02;0.0;0.0;0.0;0.0;320.0;-4.44;35.16;-15.06;6.89;0.0;0.88;3.5;-0.01;33.362;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;204005;2014-12-10 11:23:01:051
-0.13;0.02;9.68;-0.15;0.0;9.8;0.0;0.01;0.0;0.0;0.0;0.0;320.0;-4.19;34.07;-13.5;7.04;0.0;0.88;3.5;-0.01;32.795;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 14;204505;2014-12-10 11:23:01:551
-0.13;0.02;9.71;-0.15;0.0;9.8;0.0;0.01;0.0;0.0;0.0;0.0;320.0;-4.62;34.55;-13.02;8.45;0.0;0.88;3.5;-0.01;33.008;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 14;205005;2014-12-10 11:23:02:051
-0.15;0.01;9.69;-0.14;0.0;9.8;-0.01;0.0;0.01;0.0;0.0;0.0;320.0;-4.38;34.5;-14.4;6.87;0.0;0.88;3.5;-0.01;36.536;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 14;205505;2014-12-10 11:23:02:551
-0.13;0.0;9.69;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.44;32.88;-14.58;7.28;0.0;0.82;3.5;-0.01;35.822;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 14;206005;2014-12-10 11:23:03:051
-0.12;0.01;9.7;-0.14;0.0;9.8;0.01;0.0;0.01;0.0;0.0;0.0;320.0;-4.73;35.04;-13.74;8.45;0.0;0.82;3.5;-0.01;34.923;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;206505;2014-12-10 11:23:03:551
-0.15;0.01;9.69;-0.14;0.0;9.8;-0.01;0.0;0.0;0.0;0.0;0.0;320.0;-5.16;34.73;-14.88;8.47;0.0;0.82;3.5;-0.01;34.399;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;207006;2014-12-10 11:23:04:052
