0.065423,0.9605,0.23206,0.0027744,0.0022954,-0.00035337,0.00031572,-0.00090965,0.00028527,0.0041938,0,0.55113,0.86479
-0.36252,0.0081528,0.91698,-0.009895,0.0074436,-0.015222,-0.012373,0.012354,0.011914,0.024721,1,0.54152,0.89075
0.00072077,0.015616,0.99984,2.2819e-005,-5.5476e-006,-2.9127e-006,2.9944e-006,2.4089e-006,-5.3257e-006,0.0054696,1,0.39506,0.86169
-0.97514,-0.10939,0.17272,-0.00076722,-0.0053414,-0.0022763,0.0049691,-0.00048535,-0.0031743,0.0041301,1,0.64001,0.87927
-0.99621,-0.0057087,0.020552,-0.0020571,-0.0039974,0.0015314,0.00089133,-0.00059476,-0.0010326,0.0035136,0,0.60733,0.88352
0.0078199,0.01562,0.99974,-7.976e-006,-1.9095e-005,-1.459e-006,-1.9911e-005,-9.5175e-005,2.0314e-005,0.0058812,1,0.37388,0.85895
-0.75823,-0.020272,-0.63619,0.0010624,-0.0039198,0.00068357,-0.0032769,0.00021818,0.00073124,0.0036365,1,0.51461,0.84764
-0.54757,-0.34086,-0.76242,-0.00073497,0.0002066,-0.0004282,-0.0007733,-0.00051544,-0.0012212,0.010602,0,0.53008,0.82483
-0.90825,-0.14502,0.30116,-0.3643,0.37195,-0.32235,0.054003,-0.074672,-0.052913,0.0032281,0,0.66761,0.87757
-0.8829,-0.14535,0.4248,0.0022421,-0.00080135,-0.00077326,-0.0015797,-0.0022132,-0.0010536,0.0037777,1,0.64172,0.88592
0.00068663,0.013405,0.99939,9.818e-005,0.00029214,-0.00021219,0.0014647,-0.00023834,0.0043633,0.009375,1,0.68966,0.87128
-0.6934,-0.20943,-0.67401,0.083171,0.10732,0.19611,-0.095802,0.025019,-0.036603,0.0035613,1,0.6137,0.89528
-0.0033918,0.015028,0.99983,5.3821e-005,1.6337e-005,-3.2517e-005,5.0176e-005,-9.1457e-007,-1.67e-005,0.0054807,1,0.37863,0.86814
-0.95405,0.10291,0.25102,-0.0020217,-0.00074704,-0.0012973,-0.0016079,-0.0022011,-0.0013705,0.0039794,1,0.65706,0.87641
-0.68771,-0.40184,-0.58823,0.00010484,0.0033946,0.00080896,-0.0009741,-0.0026651,-0.0006426,0.0044488,1,0.52773,0.88257
-0.39285,-0.35529,-0.84657,-0.00072141,-0.00042485,0.00087956,0.0011094,-0.0002861,-0.00057768,0.007465,0,0.49294,0.82391
-0.0038239,-0.00011864,0.99997,-6.718e-006,-2.7078e-005,-4.4099e-007,1.8446e-005,1.5705e-006,-1.2399e-005,0.006854,0,0.22563,0.93618
-0.99693,-0.0024935,-0.022758,0.00075649,-0.0022799,0.0010978,0.0021977,-0.00044056,-6.0229e-006,0.0044789,1,0.49304,0.85778
-0.94844,-0.17985,-0.23447,0.0038086,-0.00068212,0.0010082,0.0016936,0.00057811,-0.00096021,0.0039738,1,0.72646,0.87367
0.99005,0.044997,0.027378,-0.034029,-0.042961,0.0074889,0.0077698,-0.0015869,-0.00012925,0.0052041,0,0.69211,0.87285
0.92895,-0.02333,-0.085453,0.029608,-0.010298,0.011036,0.0084326,0.037338,-0.0067457,0.023987,1,0.56482,0.86913
-3.3049e-005,0.015233,0.99981,1.5842e-005,-0.0001545,-4.4526e-005,-5.3972e-005,-1.7329e-005,5.2456e-006,0.0055119,1,0.41661,0.86265
-0.0054956,-0.00038572,0.99996,5.0975e-005,3.1768e-006,-6.9708e-007,3.553e-005,2.3308e-006,-1.2598e-005,0.0082427,0,0.21744,0.98308
-0.0036491,0.0042731,0.99977,0.00072662,-0.00034983,-8.6543e-005,9.0953e-005,-0.00022712,0.00018035,0.0078988,0,0.44123,0.95512
0.94347,0.18966,0.22632,-0.0053636,-0.0043472,-0.005134,0.0018257,0.0028226,0.0017294,0.0051792,0,0.73075,0.87078
-0.5817,0.71146,0.36052,0.0081478,-0.0013673,-0.0069695,-0.0038046,0.0065167,9.9295e-005,0.0031597,1,0.56247,0.86418
0.0012388,0.014742,0.9998,0.00013634,-0.00013391,-0.00016357,-1.9383e-005,0.00021707,-7.3927e-006,0.0057766,1,0.45024,0.86325
