34,41,0,1,43,21,30,13,0,0,23,36,9,35,41,38,28,75,6,46,0,33,0,7,40
6,56,0,0,0,57,0,0,0,0,0,0,150,0,0,41,0,0,57,32,0,8,18,173,2
29,38,0,0,19,60,23,0,0,0,0,16,43,6,46,24,57,16,76,13,0,19,17,76,22
18,71,0,0,22,39,35,0,0,0,0,4,78,0,9,58,13,23,54,34,0,44,15,53,30
1,36,0,0,4,34,3,0,0,0,0,2,111,6,2,81,7,4,111,48,0,4,27,117,2
22,25,47,0,19,35,20,34,41,53,36,25,0,29,10,34,13,16,20,36,19,40,0,11,15
0,0,104,0,3,0,0,175,155,43,88,2,0,18,4,0,4,0,0,0,4,0,0,0,0
0,0,3,0,0,0,0,188,51,0,316,3,0,39,0,0,0,0,0,0,0,0,0,0,0
0,0,18,0,0,0,0,158,47,1,322,0,0,54,0,0,0,0,0,0,0,0,0,0,0
0,0,59,0,0,0,0,162,72,41,230,0,0,28,0,0,0,0,0,0,8,0,0,0,0
0,0,103,0,0,0,0,179,132,61,99,0,0,7,0,0,0,0,0,0,19,0,0,0,0
0,0,47,0,0,0,0,219,145,45,98,3,0,5,0,0,0,0,0,0,38,0,0,0,0
0,0,64,0,0,0,0,218,199,49,46,0,0,0,0,0,0,0,0,0,24,0,0,0,0
0,0,85,0,0,0,0,174,145,56,86,2,0,6,2,0,4,0,0,0,40,0,0,0,0
5,9,87,0,5,8,2,124,171,22,63,7,2,5,3,9,12,3,4,19,9,11,6,10,4
69,49,7,0,22,32,41,3,5,2,20,4,7,5,18,57,9,40,22,52,4,55,1,15,61
25,42,0,0,16,61,27,0,0,0,0,4,34,1,21,33,14,33,119,45,0,25,2,75,23
66,6,0,0,60,9,89,0,0,0,2,38,1,6,56,12,45,66,7,26,0,40,0,12,59
23,13,0,0,25,93,21,0,0,0,0,0,34,0,15,7,6,33,138,29,0,14,2,121,26
12,15,5,0,9,27,14,57,17,2,106,52,17,64,34,9,34,11,33,14,0,13,3,22,30
26,6,0,0,31,3,26,43,1,0,198,31,0,84,19,17,37,33,2,6,0,20,0,0,17
1,16,0,0,4,111,2,0,0,0,0,0,45,0,0,2,0,3,239,1,0,0,5,167,4
25,20,26,0,36,33,28,35,29,9,24,16,18,21,23,20,17,21,52,30,16,36,3,42,20
7,6,57,0,30,5,8,109,80,56,32,13,0,17,48,11,33,23,1,5,46,6,0,0,7
5,8,65,0,4,4,4,67,89,58,22,18,0,21,26,8,14,6,9,5,152,10,0,2,3
7,10,46,0,15,9,12,82,84,36,50,60,3,47,25,7,29,22,6,8,23,8,0,4,7
11,10,55,0,21,11,20,100,76,47,77,27,0,31,25,1,9,18,6,7,25,8,0,0,15
4,9,63,0,43,9,6,111,102,42,51,6,0,7,28,5,19,21,4,3,54,3,0,1,9
16,6,4,0,41,3,32,4,6,3,5,71,14,7,66,5,158,48,20,16,0,19,8,14,34
52,0,0,0,130,0,73,0,0,0,0,15,0,1,64,3,52,123,0,4,0,34,0,0,49
60,1,0,0,52,4,85,0,0,0,0,42,0,8,64,7,105,69,0,17,0,22,0,0,64
57,0,0,0,101,0,81,0,0,0,0,5,0,0,88,11,51,68,0,35,0,40,0,0,63
15,18,31,0,21,25,10,114,72,10,95,7,3,31,28,19,9,16,20,24,2,15,0,11,4
0,0,122,0,0,0,0,120,159,92,47,0,0,16,0,0,0,0,0,0,44,0,0,0,0
0,0,144,0,0,0,0,46,63,151,20,2,0,9,3,0,1,0,0,0,161,0,0,0,0
0,0,107,0,0,0,0,11,51,183,12,0,0,6,0,0,0,0,0,0,230,0,0,0,0
0,0,128,0,0,0,0,21,35,142,10,0,0,2,0,0,0,0,0,0,262,0,0,0,0
0,0,144,0,0,0,0,39,104,144,22,0,0,3,0,0,0,0,0,0,144,0,0,0,0
0,0,125,0,0,0,0,38,98,127,28,3,0,9,0,0,0,0,0,0,172,0,0,0,0
0,0,135,0,0,0,0,106,168,95,35,3,0,7,0,0,0,0,0,0,51,0,0,0,0
3,0,112,0,0,0,1,175,160,58,66,1,0,0,1,0,0,0,0,0,22,0,0,0,1
0,0,96,0,0,0,0,184,167,46,94,0,0,7,0,0,0,0,0,0,6,0,0,0,0
0,0,49,0,0,0,0,231,141,14,152,0,0,12,0,0,0,0,0,0,1,0,0,0,0
0,0,115,0,0,0,0,142,140,66,120,0,0,3,0,0,0,0,0,0,14,0,0,0,0
0,0,64,0,0,0,0,146,105,56,145,5,0,25,0,0,0,0,0,0,54,0,0,0,0
0,0,49,0,0,0,0,250,150,17,121,0,0,11,0,0,0,0,0,0,2,0,0,0,0
0,0,34,0,0,0,0,216,112,14,174,5,0,34,0,0,4,0,0,0,7,0,0,0,0
0,0,93,0,0,0,0,150,166,55,108,0,0,12,0,0,0,0,0,0,16,0,0,0,0
0,0,151,0,0,0,0,141,174,67,49,0,0,4,0,0,0,0,0,0,14,0,0,0,0
0,0,103,0,0,0,0,132,147,82,97,8,0,20,0,0,0,0,0,0,11,0,0,0,0
0,0,153,0,0,0,0,104,157,150,18,0,0,8,0,0,0,0,0,0,10,0,0,0,0
2,5,71,0,0,3,2,148,153,28,133,1,0,40,0,4,1,1,0,6,1,1,0,0,0
1,2,64,0,1,2,1,144,92,99,148,2,0,19,1,2,1,0,0,1,15,2,0,3,0
0,0,133,0,0,0,0,78,97,238,20,0,0,3,0,0,0,0,0,0,31,0,0,0,0
0,0,128,0,0,0,0,40,114,269,15,0,0,5,0,0,0,0,0,0,29,0,0,0,0
9,2,84,0,1,7,7,141,115,115,69,2,0,5,1,9,2,1,2,4,6,11,0,1,6
3,8,98,0,1,4,1,77,98,150,96,1,0,25,5,6,1,6,5,3,9,2,0,0,1
28,85,0,0,12,153,15,1,0,0,4,6,11,1,10,46,6,13,108,24,0,20,8,26,23
34,2,1,0,54,0,35,10,5,1,15,97,0,33,105,3,103,30,0,21,0,27,0,0,24
18,2,0,0,52,10,35,1,0,0,6,109,0,37,101,9,101,23,3,31,0,25,0,6,31
9,0,0,0,51,0,31,3,0,0,26,103,0,56,125,3,140,27,0,5,0,10,0,0,11
29,0,0,0,53,0,26,5,0,0,12,120,0,62,77,0,125,30,0,10,0,31,0,0,20
37,0,2,0,38,1,26,42,19,0,63,60,0,101,45,4,57,25,2,18,0,37,0,2,21
13,68,0,0,5,143,20,0,0,0,0,0,15,0,4,43,0,13,118,33,0,27,0,81,17
14,23,24,0,9,12,13,146,67,19,125,15,7,26,14,14,5,9,10,14,6,12,0,4,12
7,1,76,0,4,3,6,177,169,32,56,0,0,5,2,4,18,18,0,2,12,2,0,0,6
24,6,34,0,41,3,20,61,53,17,24,46,0,28,47,15,55,25,0,30,35,23,0,0,13
10,2,92,0,18,2,13,50,102,68,22,15,0,10,28,8,38,9,2,16,72,14,0,0,9
14,5,116,0,27,0,14,85,141,73,11,3,0,6,3,4,3,10,0,11,56,10,0,0,8
0,0,62,0,0,0,0,234,160,39,97,0,0,5,0,0,0,0,0,0,3,0,0,0,0
0,0,90,0,0,0,0,204,157,31,108,0,0,7,0,0,0,0,0,0,3,0,0,0,0
0,0,96,0,0,0,0,190,149,39,116,0,0,6,0,0,0,0,0,0,4,0,0,0,0
0,0,25,0,0,0,0,286,94,10,173,0,0,12,0,0,0,0,0,0,0,0,0,0,0
0,0,109,0,0,0,0,155,197,56,74,0,0,4,0,0,0,0,0,0,5,0,0,0,0
0,0,149,0,0,0,0,113,151,138,43,0,0,1,0,0,0,0,0,0,5,0,0,0,0
5,6,161,0,1,5,7,91,139,126,20,1,1,6,0,4,5,1,2,2,14,0,0,2,1
0,0,92,0,0,0,3,158,117,91,111,1,0,14,0,0,0,2,0,0,11,0,0,0,0
0,0,132,0,0,0,0,38,91,285,19,0,0,0,0,0,0,0,0,0,35,0,0,0,0
0,0,61,0,0,0,0,84,59,162,101,36,0,64,0,0,10,0,0,0,23,0,0,0,0
0,0,107,0,4,0,0,116,115,22,113,20,0,71,12,0,20,0,0,0,0,0,0,0,0
0,0,66,0,0,0,0,89,70,30,177,25,0,111,7,0,20,0,0,0,5,0,0,0,0
0,0,49,0,3,0,1,147,107,12,161,8,0,88,11,0,10,3,0,0,0,0,0,0,0
0,0,81,0,0,0,0,167,142,26,153,2,0,29,0,0,0,0,0,0,0,0,0,0,0
0,0,60,0,0,0,0,209,130,18,117,8,0,54,0,0,4,0,0,0,0,0,0,0,0
0,0,65,0,0,0,0,169,126,31,160,2,0,43,0,0,4,0,0,0,0,0,0,0,0
0,0,12,0,0,0,0,169,68,0,251,3,0,96,0,0,1,0,0,0,0,0,0,0,0
2,0,18,0,3,0,1,129,36,7,221,21,0,149,2,0,1,5,0,0,0,0,0,0,5
0,0,8,0,0,0,0,98,35,1,213,52,0,179,1,0,13,0,0,0,0,0,0,0,0
0,0,21,0,2,0,0,155,71,0,185,39,0,107,0,0,17,3,0,0,0,0,0,0,0
0,0,2,0,0,0,1,81,18,2,301,9,0,175,2,0,4,1,0,0,0,4,0,0,0
0,0,15,0,0,0,0,118,37,4,269,4,0,149,0,0,4,0,0,0,0,0,0,0,0
0,0,66,0,2,0,1,125,85,6,210,8,0,95,0,0,0,2,0,0,0,0,0,0,0
0,0,75,0,0,0,0,151,140,29,168,0,0,36,0,0,0,0,0,0,1,0,0,0,0
0,0,131,0,0,0,0,152,118,89,88,1,0,19,0,0,0,0,0,0,2,0,0,0,0
0,0,156,0,0,0,0,111,174,98,51,0,0,10,0,0,0,0,0,0,0,0,0,0,0
0,0,177,0,0,0,0,121,161,56,69,0,0,16,0,0,0,0,0,0,0,0,0,0,0
0,0,147,0,0,0,0,125,155,61,102,0,0,10,0,0,0,0,0,0,0,0,0,0,0
0,0,122,0,0,0,0,160,155,41,106,0,0,16,0,0,0,0,0,0,0,0,0,0,0
