0.0015147,0.01661,0.99977,-0.00028348,0.00010018,0.00034409,-0.00022643,-0.00021868,-0.00012741,0.0049883,0,0.3949,2.9905e-006,120.22,0.85868
-0.95252,-0.17956,-0.21437,0.0015711,0.00034069,-0.00061264,0.0047395,0.00061783,-0.0014752,0.003943,1,0.72112,4.8628e-005,120.2,0.87471
-0.0030619,-0.00011537,0.99997,2.9453e-005,-3.4503e-006,-9.0129e-007,-2.5697e-005,-1.9095e-006,7.1334e-006,0.0062024,0,0.18009,0,120.22,0.93998
-0.0021197,0.00019207,0.99992,0.00033602,0.00039963,0.00011538,0.00025855,-0.00043417,-0.00017086,0.0060792,0,0.29547,0,120.22,0.89765
-0.0050415,-0.0011806,0.99996,4.123e-005,9.1522e-006,-5.0509e-007,-1.084e-005,1.0601e-005,-7.5007e-006,0.0083295,0,0.13023,0,120.22,0.96673
-0.0056696,-0.00044352,0.99996,3.8806e-005,-7.9849e-006,-7.7545e-007,2.8961e-005,7.6495e-007,-1.8302e-005,0.0082577,0,0.22145,0,120.22,0.9841
-0.45592,-0.34939,-0.81244,-6.2877e-005,-0.00029706,0.00022832,0.00044175,-0.00015965,-0.00075825,0.0087647,0,0.50787,3.3644e-006,120.2,0.82419
-0.47957,-0.18049,-0.85793,0.00025722,0.0030763,-0.0025542,-0.00022859,-0.00045771,-0.00035032,0.010532,1,0.51175,1.3399e-005,120.2,0.84651
-0.021119,0.61941,0.7733,-0.00078609,-0.00080703,-0.0030513,-0.0013619,0.0032087,0.001667,0.029641,0,0.53425,6.1764e-006,120.2,0.87249
-0.79502,0.5205,-0.13286,0.018935,0.004916,0.0088106,-0.016511,-0.0031972,0.0059252,0.0046438,1,0.62799,0,120.2,0.8769
-0.94658,-0.29288,-0.01041,-0.015516,-0.0034757,0.0047005,-0.0033489,-0.0040726,-0.0054253,0.0037885,0,0.64199,1.4644e-005,120.2,0.88767
