0.40571,0.17848,0.00064821,0.92576
0.67902,0.19016,0.012772,0.91527
0.66193,0.18267,0.30647,0.91952
0.47526,0.21075,0.0088157,0.90862
0.83314,0.11608,0.11898,0.92344
0.44702,0.18189,0.00094354,0.92595
0.40303,0.02849,0.012626,0.91417
0.49582,0.0048517,0.0048075,0.91335
0.34595,0.14335,0.0012356,0.92581
0.44348,0.17446,0.0010186,0.92589
0.73595,0.094029,0.0027013,0.92573
0.57781,0.19431,0.0017026,0.9233
0.53979,0.030668,0.02452,0.92007
0.64076,0.034211,0.033262,0.91064
0.34759,0.19886,0.012688,0.91972
0.34782,0.14724,0.0012422,0.92577
0.42946,0.19545,0.0045635,0.90871
0.38536,0.079914,0.023903,0.92324
0.35795,0.14157,0.0017795,0.92562
0.34905,0.13902,0.0013611,0.92573
0.59978,0.069636,0.083024,0.92134
0.77075,0.054222,0.039825,0.91784
0.44501,0.19747,0.0058763,0.90855
0.51397,0.055129,0.090392,0.92108
0.81891,0.16615,0.2507,0.92286
0.42183,0.18227,0.0054368,0.90637
0.34725,0.14907,0.0013045,0.92575
0.49604,0.2043,0.004213,0.9176
0.36129,0.13987,0.0018342,0.92562
0.47672,0.046575,0.026195,0.91971
0.62715,0.19179,0.015129,0.91372
0.44061,0.18644,0.0048971,0.90755
0.43414,0.056799,0.087928,0.92276
0.55902,0.2104,0.0075341,0.91686
0.34165,0.13366,0.00205,0.92551
0.30885,0.16885,0.0091589,0.90907
0.54811,0.19742,0.096856,0.91694
0.86792,0.3679,0.24299,0.92668
0.82231,0.15105,0.012417,0.92365
0.45653,0.19024,0.00456,0.90738
0.38019,0.12104,0.26036,0.92709
0.70694,0.083922,0.13928,0.91999
0.54375,0.20382,0.0026793,0.92165
0.34919,0.13227,0.00088912,0.9258
0.47178,0.12222,0.16372,0.92531
0.51759,0.17923,0.0054733,0.90787
0.46537,0.1739,0.005295,0.90771
0.39297,0.069461,0.16661,0.92407
0.28895,0.098549,0.37375,0.93201
0.40443,0.19261,0.0053141,0.90977
0.34725,0.14801,0.0012411,0.92577
0.35475,0.13709,0.0015398,0.92571
0.36684,0.13744,0.0028811,0.92529
0.56358,0.19432,0.00091202,0.92541
0.41311,0.14069,0.0012138,0.92564
0.29158,0.092805,0.19863,0.92302
0.49119,0.17746,0.0046149,0.90836
0.40676,0.2845,0.53893,0.93572
0.68342,0.034627,0.0015757,0.92567
0.47176,0.19086,0.0041304,0.9074
0.21998,0.1895,0.016546,0.90895
0.48537,0.21871,0.0012888,0.92577
0.092705,0.090314,0.13136,0.91598
0.37847,0.17908,0.0059108,0.90858
0.43643,0.1394,0.00066053,0.92591
0.34606,0.14704,0.0017605,0.92565
0.68602,0.22535,0.11998,0.92099
0.73417,0.17807,0.018158,0.91821
0.70169,0.045374,0.0027366,0.92572
0.33606,0.037983,0.042283,0.91804
0.34115,0.077136,0.10829,0.92357
0.34676,0.15048,0.001206,0.92573
0.44519,0.13742,0.0025046,0.92495
0.34807,0.14434,0.0014893,0.92568
0.4859,0.15907,0.3573,0.92673
0.48589,0.17554,0.23663,0.92706
0.37156,0.16246,0.15127,0.92508
0.42857,0.13966,0.00074814,0.92587
0.34917,0.14667,0.001406,0.92574
0.35254,0.14481,0.0016772,0.92567
0.34606,0.15892,0.025794,0.9212
0.5146,0.20358,0.0035055,0.92118
0.42805,0.17781,0.00074631,0.92594
0.33481,0.16672,0.076719,0.92703
0.78157,0.28904,0.45349,0.92195
0.59427,0.12248,0.011926,0.92219
0.65868,0.090565,0.0031636,0.92532
0.58711,0.10803,0.18917,0.92257
0.35507,0.14308,0.0016759,0.92567
0.59109,0.031355,0.0034434,0.92419
0.35041,0.14562,0.0014439,0.92571
0.52974,0.20423,0.0030301,0.92132
0.47062,0.14762,0.085784,0.92147
0.2339,0.044946,0.021466,0.92273
0.48282,0.086519,0.24855,0.9234
0.70221,0.014805,0.018886,0.90951
0.2691,0.10001,0.059736,0.92148
0.84262,0.6907,0.74194,0.9298
0.39112,0.13084,0.075275,0.92536
0.43646,0.17608,0.00078571,0.92594
