0,0,0,0,49,1,8,0,0,4,1,3,0,0,0,14,4,71,0,0,0,0,0,0,3,74,34,0,41,0,0,0,0,7,0,0,1,1,0,0,0,2,0,0,5,0,10,1,5,6,3,0,1,0,4,1,0,0,0,3,11,0,2,0,4,0,0,0,66,2,0,0,0,0,0,15,0,6,0,0,0,0,0,0,67,26,0,0,4,2,1,0,6,0,0,10,21,0,0,0
0,6,0,4,0,12,7,0,0,0,0,1,0,0,0,38,11,0,0,6,6,0,0,0,0,127,0,2,34,0,0,0,2,0,0,0,1,23,0,0,3,3,0,0,0,0,0,21,9,7,0,0,39,0,0,3,0,0,0,0,32,16,0,0,35,0,0,0,0,54,0,0,0,0,8,4,1,0,2,0,6,0,0,0,43,0,0,0,5,1,10,0,0,0,18,0,0,0,0,0
0,92,0,65,0,0,0,0,0,0,2,14,0,0,0,6,0,1,0,153,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,130,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0
0,30,0,1,0,0,0,0,0,0,1,2,103,0,0,28,5,0,0,3,0,0,0,0,0,41,0,9,142,0,0,0,0,0,0,0,0,20,0,0,0,1,0,0,0,0,0,1,21,0,0,0,17,0,1,2,0,0,0,0,77,2,0,0,11,0,0,0,0,46,0,0,0,0,0,1,1,0,0,0,0,0,0,0,23,0,0,0,2,0,5,0,0,2,2,0,0,0,0,0
0,3,0,4,0,0,2,0,0,0,0,0,56,0,0,44,9,0,0,2,2,0,0,0,0,71,0,36,20,0,0,0,2,0,0,0,4,9,0,0,0,11,0,0,0,1,0,2,27,19,1,0,19,0,0,8,0,0,0,0,34,1,0,0,64,0,0,0,0,85,0,0,0,0,1,1,2,0,0,0,0,0,0,0,53,0,0,0,1,0,4,0,0,0,1,0,0,0,0,1
0,8,0,0,0,73,2,0,0,4,0,24,0,0,0,3,1,5,0,4,0,0,0,0,0,24,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,10,2,0,0,0,0,9,0,0,0,6,0,0,0,0,9,0,0,0,0,1,0,0,2,1,0,1,0,0,0,5,154,0,0,3,4,0,0,0,2,0,20,6,0,0,207
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,16,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,322,0,0,0
0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,1,1,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,288,0,0,51
0,0,0,0,0,3,36,0,0,0,0,0,0,0,0,1,48,0,0,0,5,0,0,0,0,4,0,18,43,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,50,280,0,0,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,7,29,1,0,10,0,6,0,0,0,13,0,0,0,4,0,1,0,0,0,10,0,0,0,0,0
