-0.032928,0.0015516,-0.99897,-0.00014526,-0.00010017,4.2572e-005,-0.0017341,0.0010295,5.5302e-005,0.0153,0,0.43395,1.937e-006,121.52,0.88883
0.079185,-0.41809,-0.89045,-0.044384,0.014709,0.0086423,-0.094208,-0.0016027,-0.015141,0.015443,0,0.6846,0.00027362,121.52,0.84516
-0.00054754,0.020132,0.99937,-0.0006429,-6.4722e-005,-0.00012334,-0.0022721,0.00032973,0.00017299,0.10468,0,0.39423,0,121.52,0.79019
-0.29237,-0.49255,-0.81506,0.0006906,0.00026719,-0.00050618,-0.0023232,0.00038237,-0.0003902,0.005138,0,0.75541,0.0028894,121.29,0.87276
0.025692,0.065203,-0.99741,0.00011341,-3.4564e-005,-6.3616e-006,-0.0024777,0.0010858,1.3706e-005,0.038422,0,0.46563,1.1384e-006,121.52,0.78223
-0.016722,0.81558,0.53541,0.00090852,2.4142e-005,-0.0023626,-0.0016828,0.0041367,0.00036365,0.025495,0,0.60567,0.00010609,121.5,0.86118
-0.013024,0.028628,0.99659,-0.0012267,4.7516e-005,-0.00030873,-0.0039383,0.00039062,0.0015456,0.09787,1,0.47106,2.3188e-006,121.52,0.82977
0.10229,0.83096,0.52672,0.00081037,-0.00036409,6.2953e-005,0.0007877,-4.5616e-006,0.00013846,0.0052188,1,0.73721,0.0010802,121.01,0.89081
-0.020993,0.69994,0.70001,0.00098275,-0.0025854,0.0026706,0.0013163,0.0030148,0.00036887,0.024831,0,0.66152,0.00014716,120.99,0.87758
0.14152,-0.059439,-0.98804,-1.4174e-005,-1.1979e-005,9.3929e-006,-0.0018193,0.00097553,0.00023699,0.015385,0,0.48405,1.3212e-006,121.52,0.89094
-0.14173,0.10452,-0.98363,0.0020904,-0.00065486,-0.0004977,8.8429e-005,0.0020508,-0.00030657,0.0080604,0,0.61048,2.5436e-006,121.52,0.88021
0.018116,-0.058618,-0.99617,0.00081274,0.00058108,-0.00032694,-0.0023087,0.0027653,0.0031474,0.014685,0,0.65064,2.1503e-005,121.52,0.90007
-0.044225,0.55011,0.81223,0.00078879,0.0034167,-0.0054792,0.0038227,-0.00052185,0.0016184,0.49869,1,0.6506,9.0852e-005,121.52,0.84105
-0.008203,-0.090407,-0.99585,1.7284e-005,1.8077e-006,8.3611e-008,-0.0023803,0.001093,-9.5664e-005,0.061538,0,0.40205,3.1597e-006,121.52,0.74659
0.066691,0.4318,0.88344,0.00049153,-6.4062e-005,-0.00096329,-0.0024912,0.00056296,-0.00050664,0.023504,0,0.64949,0.00012184,121,0.88519
-0.20249,-0.8694,-0.4273,-0.089712,0.0060836,0.0052815,-0.063267,-0.032086,-0.016295,0.014345,0,0.71338,9.2344e-005,121.52,0.85707
0.020644,0.036111,0.99582,-0.00050804,0.00023101,0.00025455,0.0016343,0.0020792,-0.0039369,0.1075,1,0.70028,1.3377e-005,121.52,0.86515
0.033201,0.070868,-0.99627,0.00012153,0.00060124,0.00038524,-0.0022249,0.00056746,0.00027671,0.029136,0,0.58903,0,121.52,0.79892
0.079493,0.13298,-0.90888,-0.005307,0.0014733,-0.00095325,0.002637,0.011102,0.0013263,0.026309,1,0.48877,1.7104e-005,121.48,0.88651
-0.40014,-0.21387,-0.87107,-0.00083078,-0.0018806,0.011382,-0.0076988,0.006218,-0.0023679,0.014494,0,0.69184,0.00014633,121.53,0.84404
