0,2.62,6.6605,6.0932,6.5251,8.0633,4.8217,8.23,3.8201,7.26,9.1277,20.928,15.244,16.799,13.235,17.413,17.049,17.449,17.584,17.489,17.616,16.715,17.116,17.148,17.382,16.98,17.617,17.584,16.582,16.921,17.615,18.452,18.952,18.319,19.988,18.318,19.446,21.994,21.515,21.551,21.834,21.921,22.201,21.891,21.915,21.916,21.847,22.068,22.192,22.275,22.307,22.621,22.465,22.775,22.631,22.235,21.722,21.791,22.354,21.713,21.681,22.036,21.292,21.07,20.573,21.9,22.097,22.462,9.5408,13.074,13.893,21.37,19.814,14.214,9.0161,4.637,12.336,18.564,21.461,21.461,21.461,22.135,22.774,22.275,22.042,21.089,20.981,20.942,20.133,19.977,21.305,22.555,21.071,20.259,21.686,21.68,21.833,21.797,22.586,13.758,8.9299,7.4606,8.8298,10.132,6.2914,7.7611,7.6607,10.199,7.2598,5.7571,8.8297,6.7257,6.859,3.0851,9.1968,9.297,9.631,11.167,9.8982,9.8981,7.2264,9.5976,9.6311,1.1819,6.4252,3.8204,9.9315,7.327,7.3268,7.1261,7.0265
2.62,0,4.1073,3.4732,4.109,5.4433,2.4056,5.6768,1.4039,4.7771,8.4142,20.811,15.112,16.684,13.189,17.368,17.003,17.404,17.539,17.443,17.57,16.67,17.07,17.102,17.336,16.934,17.571,17.538,16.536,16.876,17.432,18.473,18.973,18.34,20.009,18.339,19.467,21.947,21.399,21.676,21.945,21.942,22.273,21.962,22.026,21.988,21.919,22.089,22.264,22.347,22.418,22.693,22.486,22.847,22.703,22.346,21.794,21.812,22.375,21.843,21.702,22.182,21.352,21.142,20.684,21.972,22.168,22.522,9.7051,13.186,13.914,21.442,19.939,14.288,8.1023,2.1541,12.29,18.519,21.482,21.482,21.482,22.156,22.795,22.296,22.063,21.11,21.002,21.157,20.348,20.141,21.52,22.701,21.182,20.28,21.707,21.701,21.836,21.681,22.521,13.733,6.4471,4.9777,6.5138,7.6492,3.8753,5.345,5.2446,7.7164,4.7769,3.2742,6.3469,4.2428,4.4429,1.8715,6.7139,6.8141,7.1481,8.6842,7.4154,7.4152,4.7435,7.1147,7.1482,2.5063,4.0091,1.3709,7.4487,5.4117,4.8439,4.71,4.5436
6.6605,4.1073,0,3.1384,0.36908,2.2039,2.7401,1.5695,3.241,2.9733,8.8473,20.811,15.778,17.351,13.856,18.034,17.67,18.07,18.205,18.11,18.237,17.336,17.737,17.769,18.003,17.601,18.238,18.205,17.203,17.542,18.099,18.472,18.972,18.339,20.008,18.338,19.466,21.946,21.398,21.675,21.944,21.942,22.272,21.961,22.026,21.987,21.918,22.088,22.263,22.346,22.417,22.692,22.485,22.846,22.702,22.345,21.793,21.811,22.374,21.842,21.701,22.181,21.351,21.141,20.683,21.971,22.168,22.521,12.009,13.185,13.914,21.441,19.938,14.955,8.7691,2.4878,12.957,19.185,21.481,21.481,21.481,22.155,22.794,22.295,22.062,21.109,21.001,21.156,20.347,20.14,21.519,22.7,21.181,20.28,21.706,21.7,21.835,21.68,22.52,14.4,4.276,1.805,7.1805,5.8453,0.43589,1.6048,1.3709,7.2814,3.6742,3.5404,2.9071,1.4708,0.46917,4.677,3.2741,4.3092,3.7084,5.2445,6.4796,3.9755,3.6742,3.6749,7.047,5.946,0.46919,2.8735,4.5765,6.0784,1.8382,0.66945,1.6714
6.0932,3.4732,3.1384,0,3.4741,2.9053,4.1424,4.6744,3.6417,1.8051,8.3466,20.811,12.64,14.213,10.817,14.896,14.999,15.333,16.736,14.971,15.099,14.732,14.598,14.631,14.864,14.463,15.099,15.167,14.632,14.404,16.262,17.737,18.237,17.604,19.273,17.603,18.731,21.946,21.398,21.675,21.944,21.942,22.272,21.961,22.026,21.987,21.918,22.088,22.263,22.346,22.417,22.692,22.485,22.846,22.702,22.345,21.793,21.811,22.374,21.842,21.701,22.181,21.351,21.141,20.683,21.971,22.168,22.521,12.043,13.185,13.546,21.241,19.938,13.151,5.6307,2.3877,9.8184,17.015,21.481,21.481,21.481,22.155,22.794,22.295,22.062,21.109,21.001,21.156,20.348,20.14,21.519,22.7,21.181,20.28,21.706,21.7,21.835,21.68,22.52,13.399,2.9738,3.007,4.0422,4.176,3.3072,3.9082,4.1754,4.2432,2.0388,1.1706,4.7434,2.4727,3.6075,4.7104,3.9758,3.7753,4.8773,5.7122,3.9422,4.6771,2.0054,4.3766,3.9087,5.9795,3.0067,2.6066,4.3096,2.9401,2.7066,3.8078,2.5727
6.5251,4.109,0.36908,3.4741,0,2.5396,2.371,1.7049,2.872,3.1719,9.0459,20.913,16.114,17.618,14.054,18.233,17.869,18.269,18.404,18.308,18.435,17.535,17.935,17.968,18.201,17.8,18.436,18.403,17.402,17.741,18.435,18.437,18.937,18.438,19.973,18.436,19.431,21.979,21.5,21.64,21.909,21.906,22.237,21.926,21.991,21.952,21.883,22.053,22.228,22.311,22.382,22.657,22.45,22.811,22.667,22.31,21.758,21.776,22.339,21.807,21.666,22.146,21.316,21.106,20.648,21.936,22.133,22.486,11.64,13.15,13.879,21.406,19.903,15.153,8.9677,2.3523,13.155,19.384,21.446,21.446,21.446,22.12,22.759,22.26,22.027,21.074,20.966,21.121,20.312,20.105,21.484,22.665,21.146,20.245,21.671,21.665,21.868,21.782,22.622,14.667,4.4746,2.0036,7.3791,6.044,0.2337,1.8368,1.6029,7.48,3.8728,3.4718,3.1391,1.6694,0.3339,4.3079,3.5061,4.5078,3.9404,5.4765,6.6782,4.2075,3.8728,3.907,7.2456,5.5769,0.66781,2.7381,4.7751,6.277,2.0368,0.60099,1.8701
8.0633,5.4433,2.2039,2.9053,2.5396,0,4.7436,2.504,5.2446,1.5377,8.3458,20.81,13.575,15.147,11.652,15.83,15.6,15.933,17.337,15.906,16.033,15.333,15.533,15.565,15.799,15.397,16.034,16.001,15.233,15.338,16.863,18.338,18.838,18.205,19.874,18.204,19.332,21.945,21.398,21.675,21.944,21.941,22.271,21.961,22.025,21.987,21.917,22.087,22.262,22.345,22.416,22.691,22.484,22.845,22.702,22.345,21.792,21.81,22.374,21.841,21.7,22.18,21.351,21.14,20.682,21.971,22.167,22.52,14.013,13.284,14.113,21.307,19.937,13.752,6.5652,3.6567,10.753,17.616,21.48,21.48,21.48,22.155,22.793,22.294,22.061,21.108,21,21.155,20.347,20.139,21.519,22.699,21.18,20.279,21.706,21.699,21.834,21.679,22.52,13.398,2.0721,0.90338,4.9766,3.6415,2.4394,1.8047,2.005,5.0775,2.3723,3.4745,1.9383,1.3376,2.673,6.6805,1.4042,2.1053,1.972,3.2409,4.2757,2.1056,2.4057,1.805,4.8432,7.9496,1.8718,4.2428,2.3726,4.576,0.73648,2.8733,1.4377
4.8217,2.4056,2.7401,4.1424,2.371,4.7436,0,4.0091,1.0017,3.9404,9.7142,20.913,16.782,18.287,14.722,18.901,18.537,18.937,19.072,18.977,19.104,18.203,18.604,18.636,18.87,18.468,19.105,19.072,18.07,18.409,19.103,19.105,19.105,19.106,19.974,19.105,19.432,21.98,21.501,21.641,21.91,21.907,22.238,21.927,21.991,21.953,21.884,22.054,22.229,22.312,22.382,22.658,22.451,22.812,22.668,22.311,21.759,21.777,22.34,21.807,21.667,22.146,21.317,21.107,20.649,21.937,22.133,22.487,9.6699,13.15,13.879,21.407,19.904,15.822,9.636,1.9517,13.824,20.052,21.446,21.446,21.446,22.121,22.76,22.261,22.028,21.075,20.967,21.121,20.313,20.106,21.485,22.666,21.147,20.245,21.672,21.665,21.869,21.783,22.623,15.336,5.6103,4.1409,8.0474,6.8124,2.3042,4.2078,3.9739,8.1483,4.5411,4.1401,5.5101,3.4061,2.5714,1.9369,5.8771,5.9774,6.3114,7.8475,7.3465,6.5784,4.5411,6.2779,7.9139,3.7067,2.9386,1.5357,6.6119,6.9453,4.0071,2.6382,3.7069
8.23,5.6768,1.5695,4.6744,1.7049,2.504,4.0091,0,4.5101,3.3068,9.1474,20.81,16.079,17.651,14.156,18.334,17.97,18.37,18.505,18.41,18.537,17.636,18.037,18.069,18.303,17.901,18.538,18.505,17.503,17.842,18.399,18.538,18.972,18.539,20.008,18.538,19.466,21.946,21.398,21.675,21.944,21.941,22.272,21.961,22.025,21.987,21.918,22.088,22.263,22.346,22.416,22.692,22.485,22.846,22.702,22.345,21.793,21.811,22.374,21.841,21.701,22.18,21.351,21.141,20.683,21.971,22.167,22.521,13.278,13.184,13.913,21.441,19.938,15.255,9.0692,4.0572,13.257,19.485,21.48,21.48,21.48,22.155,22.794,22.295,22.062,21.109,21.001,21.155,20.347,20.14,21.519,22.7,21.181,20.279,21.706,21.699,21.835,21.68,22.52,14.7,4.5761,2.1051,7.4806,6.1454,1.9386,1.1371,0.63608,7.5815,4.0077,5.1099,1.6381,2.3388,1.4377,5.946,3.5409,4.6093,2.4394,4.3093,6.7797,3.3741,4.0411,2.8399,7.3471,7.2151,1.8048,4.4429,4.8766,6.3785,2.1383,1.3709,2.2388
3.8201,1.4039,3.241,3.6417,2.872,5.2446,1.0017,4.5101,0,4.4413,9.2136,20.913,16.282,17.786,14.222,18.401,18.036,18.437,18.572,18.476,18.603,17.703,18.103,18.135,18.369,17.967,18.604,18.571,17.569,17.909,18.602,18.605,18.938,18.605,19.974,18.604,19.432,21.98,21.501,21.641,21.91,21.907,22.238,21.927,21.991,21.953,21.884,22.054,22.229,22.312,22.383,22.658,22.451,22.812,22.668,22.311,21.759,21.777,22.34,21.808,21.667,22.146,21.317,21.107,20.649,21.937,22.133,22.487,9.67,13.15,13.879,21.407,19.904,15.321,9.1354,1.8183,13.323,19.552,21.447,21.447,21.447,22.121,22.76,22.261,22.028,21.075,20.967,21.121,20.313,20.106,21.485,22.666,21.147,20.245,21.672,21.666,21.869,21.783,22.623,14.835,6.1113,4.6419,7.5468,7.3134,2.8051,4.7088,4.4749,7.6477,4.4411,3.6395,6.0111,3.907,3.0723,1.4359,6.3781,6.4783,6.8124,8.3485,7.0796,7.0794,4.4078,6.7789,7.4133,2.705,3.4396,1.0351,7.1129,6.4447,4.5081,3.306,4.2078
7.26,4.7771,2.9733,1.8051,3.1719,1.5377,3.9404,3.3068,4.4413,0,8.3109,20.912,12.942,14.446,11.283,15.195,15.465,15.798,17.201,15.136,15.264,15.197,14.763,14.796,15.03,14.628,15.264,15.632,15.097,14.569,16.865,18.202,18.703,18.07,19.738,18.068,19.197,21.979,21.5,21.64,21.909,21.906,22.236,21.926,21.99,21.952,21.882,22.052,22.227,22.31,22.381,22.656,22.449,22.81,22.667,22.31,21.757,21.775,22.339,21.806,21.665,22.145,21.316,21.105,20.647,21.936,22.132,22.485,13.209,13.149,13.644,21.205,19.902,13.617,5.7958,2.82,9.9834,17.48,21.445,21.445,21.445,22.12,22.758,22.259,22.026,21.074,20.966,21.12,20.312,20.104,21.484,22.664,21.145,20.244,21.671,21.664,21.868,21.782,22.622,13.432,1.6699,1.5691,4.2072,2.8721,3.005,2.604,2.6707,4.3081,0.93481,2.037,3.2387,1.5025,3.3054,5.8773,2.1707,2.037,3.3726,3.9071,3.5063,2.872,0.96821,2.7717,4.0737,7.1463,2.5041,3.4396,2.6715,3.1051,1.2019,3.5057,1.6026
